,text,target
1196,UOW expert Dr Cammi Webb-Gannon can provide commentary on the current situation in West Papua. She recently wrote about riots in West Papua for The Conversation. #uowexpert https://theconversation.com/riots-in-west-papua-why-indonesia-needs-to-answer-for-its-broken-promises-122127 …,true
1197,"Professor Sue Bennett, head of UOW’s School of Education, has been named Deputy Director of the new ARC Centre of Excellence for the Digital Child. The Centre will host world-first research to understand the impact of digital technology children https://uow.to/2kYSWs9 pic.twitter.com/fCgrX85IMo",true
1198,How can we use some of the most powerful microscopes in the world to beat superbugs and detect and attack diseases like cancer? Hear from UOW Professor @van__Oijen in the first episode of UOW’s podcast Can You Tell Me How? @MolHorizons @uowresearch https://uow.to/2NtFCbE pic.twitter.com/gxJVfu0p1y,true
1199,How do we beat superbugs or sustainably store energy to combat climate change? Listen in to UOW’s podcast Can You Tell Me How? To hear powerful answers to some of the world’s most urgent questions. @uowresearch https://uow.to/2Au4Tds pic.twitter.com/v1XNtwKVw1,true
1200,"For most, University is a transient place. For Linda Deitch and Lorraine Denny, UOW has been a second home, a place where they have lived out fulfilling careers spanning 40 years each. They were honoured for their dedication this week.
Read more: https://uow.to/2AwnTId pic.twitter.com/vxSAl6KDi8",true
1201,Listen in to the second series of UOW’s podcast titled Can You Tell Me How? Hear hosts @WilliamVerity and @UOWalumni @lizzielurline97 find powerful answers to urgent questions. @uowresearch https://uow.to/2Au4Tds pic.twitter.com/MB9Lsg3RgN,true
1202,"Sustainable fisheries are essential to the future of the South Pacific. The play Twist mo Spin, a collaboration between UOW researchers and a Vanuatu-based theatre company, is helping to bring this message to remote communities in the region https://uow.to/2OcXMOu pic.twitter.com/Adj5IzywQ5",true
1203,"UOW’s strong performance in the 2020 QS Graduate Employability Rankings comes at a time where Australian unis will need to demonstrate success across four new performance measures, including graduate employment outcomes, to unlock government funding.
https://uow.to/2QinK5N pic.twitter.com/xs6hKgd0hW",true
1204,@nswalc,true
1205,"This week UOW and NSW Aboriginal Land Council signed a Memorandum of Understanding. 
It solidifies UOW’s commitment to improving participation in higher education for Australia’s Indigenous people.
Read more: http://bit.ly/2m1U9Pg 
 of signatories Alison Jones, James Christian pic.twitter.com/HkajvAVN0e",true
1206,"Well done to recent UOW creative writing graduate Jemma Payne who has just been published in Meanjin, one of Australia's longest-running and most respected literary journals.
Her fiction piece, Air Holes, is available to Meanjin subscribers.
#ThisIsUOW
@jemma_gema
@Meanjin pic.twitter.com/Iu5z3TsggU",true
1207,"Fifty years on from the iconic Woodstock Festival, Dr Anthony Ashbolt, Senior Lecturer in Politics at UOW, discusses how the event drew people together in a collective struggle and spoke to the hopes and dreams of a generation.  https://uow.to/307y9oF pic.twitter.com/a2JdgM0BJJ",true
1208,"It's International Week at UOW! We are hosting events Tues-Thurs to celebrate cultural diversity on campus. There will be dancing, art, and every opportunity to meet students from all over the world. Forecast: rain, so it's all happening from Building 11, top floor pic.twitter.com/uPs8Ih5L9S",true
1209,"A masterpiece of design and cutting-edge construction, the $80 million Molecular Horizons Building will house two of the most complex microscopes in the world. And that has presented some interesting engineering challenges.  https://uow.to/2NPSUyK pic.twitter.com/1wc9U9SlpX",true
1210,"Ross Bradstock @uowresearch says recent severe fire weather will soon make its way south: People down here better start getting their act together right now"" he warns 
'Problematic': Dry forests, hazard burning lag set up busy fire season https://www.smh.com.au/environment/climate-change/problematic-dry-forests-hazard-burning-lag-set-up-busy-fire-season-20190912-p52qp0.html … via @smh",true
1211,A project led by @seos895 encouraged regional and remote students to create #DigitalStories about moving from community to university. Six engaging student stories are available to view online. https://youtu.be/KeHrv4_wpJA  @UOW @UNSWnews @UON_CEEHE https://youtu.be/KeHrv4_wpJA ,true
1212,Terrific to meet the wonderful students and staff at University of Wollongong to discuss Australia’s engagement in the UN and our work to promote the sustainable development goals.  The future is in good hands. #yourambassadors pic.twitter.com/bQxum8toIA,true
1213,"We're delighted to announce that UOW has improved its rank and score in the 2020 Times Higher Education World University Rankings, rising to position 238 in the world!  https://uow.to/2khythQ pic.twitter.com/PMUqxVOeuI",true
1214,"Today with UN delegates UOW announced an $8K scholarship for students committed to the UN's Sustainable Development Goals: clean water & sanitation, affordable & clean energy, sustainable cities & communities, responsible consumption & production, climate action, life below water pic.twitter.com/fRYeRa6ES8",true
1215,Our researchers and students were privileged to welcome @UN and @ASEAN ambassadors to Wollongong today. Researchers shared their internationally significant work with ambassadors and our international relations students were captivated in a Q and A session with delegates pic.twitter.com/IaI29mq1Wy,true
1216,We are the first multi-story Glass Fibre Reinforced Polymer structure in the Southern Hemisphere  Check out the audio tour of the @MolHorizons building here: https://soundcloud.com/uow-2/audio-tour-of-molecular-horizons-building … @UOW #ThisIsUOW,true
1217,UOW proud to be expanding Australia’s biomedical ties with India via @ARC_ACES and @TRICEP collaboration with @AP_MedTechZone led by @GordonGWallace. https://bit.ly/2kqUsmB pic.twitter.com/4O4LN5EU0z,true
1218,Engaging with India for 3D bioprinting collaborative research and training initiatives. https://bit.ly/2kqUsmB  @GordonGWallace @UOW @uowresearch @AP_MedTechZone @TRICEP_AU pic.twitter.com/xPzbAK1JAs,true
1219,"Huge thanks to @gilly381 and our Vice-Chancellor, who joined us in Vizag, India to formally launch our collaborative program with @AP_MedTechZone. @ARC_ACES @TRICEP @UOW @uowresearch @Payal_Aus #3dprintedears #3dbioprinting pic.twitter.com/vh37RSbIYU",true
1220,"“Once you understand what the microscopes need, then you design everything around them.” UOW’s state-of-the-art Molecular Horizons Building is coming to life. Listen to the captivating audio tour on UOW’s The Stand @MolHorizons https://uow.to/2NPSUyK pic.twitter.com/0iLUaqVvsi",true
1221,Research led by UOW’s Professor Sarah O’Shea highlights the value of digital storytelling in helping regional students transition to university @NCSEHE @seos895 https://uow.to/2NVoISD pic.twitter.com/4zMOM1z0zS,true
1222,"Love your coffee? You may have noticed Coffee for a Cause signs on campus. What's it all about? This month, 20 cents per #coffee from participating cafes at UOW will fund equity scholarships, providing financial support to students.
Read more: https://uow.to/2Q0RnZc pic.twitter.com/OJsQS7s1Oh",true
1223,"UOW will play a key role in meeting India's urgent need for additional rail freight transport capacity.
The Memorandum of Understanding, signed on Monday, will pave the way for research, teaching and consultation activities.
Read more:
https://uow.to/2Q3tb8F pic.twitter.com/lLYORYfYg5",true
1224,"""We want the quirky, we want the unbelievable, we want the new history of Wollongong, made up of 101 objects no-one has given a thought about."" How three historians captured the dark side of the city's past. The latest on UOW's The Stand https://uow.to/2MWQjDt pic.twitter.com/8aBeZ7pBMu",true
1225,"UOW will back a new South Coast #netball team set to debut in Netball NSW Premier League. 
""A competitive local team in the state league would provide a focal point for many young women in our student population."" 
- UOW CFO Damien Israel.
@NetballAust
https://uow.to/2ZwZZLD pic.twitter.com/fSOuNCA7r6",true
1226,I love visiting the Litoria fallax on @UOW campus. The colour variation always amazes me. These three are all the same species! #herpetology #frogsofaustralia pic.twitter.com/rC8notgWH5,true
1227,Last thought of the day from the UOW 2019 Health Symposium at Innovation campus: Q: How can we attract health professionals into aged care which is not considered a ‘sexy’ area to work? A: Remunerate it! #UOWhealthwellbeing,true
1228,"For official information about the Health and Wellbeing Precinct, visit our website: https://uow.to/32nNvms ",true
1229,"UOW Deputy Vice Chancellor Alison Jones (Health, Communities) shares the University's vision for the Health and Wellbeing Precinct proposed for Innovation Campus, “We hope to set new standards for quality of living and opportunity for learning.” #UOWhealthwellbeing pic.twitter.com/vXhXuKN8Cr",true
1230,"Exec Dean UOW Professor Glenn Salkeld applauded today’s 2019 Health Symposium keynote address by @Itabuttrose echoing her sentiments about patient-centred care, “If you want to know what people prefer, ask them.” 
#UOWhealthwellbeing pic.twitter.com/47cHVQa9SH",true
1231,"Dr Anthony Glover from @GarvanInstitute says, “I think in Australia we are really lucky have a public health system where we can provide clinical trials that are open to all patients.”
@DrAntG
#UOWhealthwellbeing #Health #research pic.twitter.com/ScvLOL6IwT",true
1232,"Bureau of Health Information Chief Exec Diane Watson says we need to deliver a health care system on outcomes that matter to patients and families in local communities that is highly-personalised and digitally enabled.
@DrDianeWatson
#UOWhealthwellbeing pic.twitter.com/durKeZXL3g",true
1233,"We're getting good at predicting stuff using algorithms, Prof David Henry says scientists are even coming closer to predicting death. Captivating talk about big data, technology and innovation at #UOWhealthwellbeing pic.twitter.com/i5UbQUuGdr",true
1234,Failure in the pursuit of health innovation is expected. Better to fail in originality than replicate past failures #UOWhealthwellbeing #ProfStevenLewis #PHC @UOW,true
1235,"Speaking about a Canadian case study Prof Steven Lewis from Saskatchewan University says two thirds of drs say they’re at risk of burning out, they feel overwhelmed, they work long hours. The issue of burnout is central to enacting change in the health sector. #UOWhealthwellbeing pic.twitter.com/eOYHNGtxtW",true
1236,"“I think we need a Royal Commission into health funding; what doctors charge, medical expenses and do we really need to have private health cover in this country?""
Professor Peter Brooks talks about Australian health care reform.
#UOWhealthwellbeing pic.twitter.com/DtnpwE0L7l",true
1237,"Great panel discussion at #UOWhealthwellbeing symposium on improving Aboriginal #health - emphasis on importance of a treaty, inclusion, and attention to language - “We are not the sum total of our negative statistics” pic.twitter.com/s4uSegnHuI",true
1238,"And the conversation continues into lunch. We are surrounded by thought leaders like UOW Head of Nursing Professor @TraceyMoroney 
#UOWhealthsymposium pic.twitter.com/fXdrslrI1Q",true
1239,"""This is what we’re talking about at the heart of things - taking some power away from clinicians, health managers and academics, and giving some of that power to consumers.""
Executive Director @HCNSW Dr Anthony Brown
#UOWhealthwellbeing pic.twitter.com/Sib7hIzHj1",true
1240,"“The solutions aren’t always going to come from the health system or even from universities. The solutions are going to come from the people we’re working with in the communities themselves.”
Executive Director @HCNSW Dr Anthony Brown
#UOWhealthwellbeing pic.twitter.com/TgGprZ4iEs",true
1241,Reframing ageing - understanding what older people add to society Dr John Beard - US National Academy of Medicine’s Commission on Healthy Longevity. ⁦@UOW⁩ ⁦@UOWNutrDiet⁩ #UOWhealthwellbeing pic.twitter.com/IjMAnKEOO9,true
1242,"""With the advent of big data and monitorable devices we will be able to transform our systems, leading to more integrated and person-centred care.""
Chief Advisor for @EITeu @DrJohnBeard addresses the economics of ageing
#UOWhealthwellbeing pic.twitter.com/kMAqu1hLVm",true
1243,"“We are often sought after for advice and guidance but it’s time Aboriginal and Torres Strait Islanders sat at the table for decision-making and outcomes in health.” 
- A/Prof Peter Malouf (left) @Sydney_Uni
@MaloufDr
#UOWhealthwellbeing pic.twitter.com/tFfvuqyHbM",true
1244,"UOW PhD Candidate @SummerMayFinlay (left) says unfortunately white privilege is alive and well.
""I'm Aboriginal but because of my white skin, I'm often deemed as more acceptable in a medical setting. Those with white skin do not get judged as alcoholics.""
#UOWhealthwellbeing pic.twitter.com/tS1lXg1HN4",true
1245,"“You have to treat the entire person…doctors often forget the person and what people have to go through.” 
UOW PhD Candidate and Aboriginal health advocate @SummerMayFinlay speaks at an Indigenous Health panel session.
#UOWhealthwellbeing pic.twitter.com/WIeQ8UEtos",true
1246,"At the @UOW 2019 Health Symposium NSW Ministry of Health Cheif Health Officer Kerry Chant note the strong partnership with @ahmrc & the Aboriginal Community Controlled Health.

You can’t improve Aboriginal health with our our ppl & orgs engaged as partners.

#UOWhealthwellbeing pic.twitter.com/ZCYqJIYdxH",true
1247,NSW Chief Health Officer Dr Kerry Chant says we’re all accountable for the actions we take to close the gap in health care access. All services must consider how they will ensure Aboriginal people benefit in proportion to their need. #UOWhealthwellbeing pic.twitter.com/yGaZVv5NRT,true
1248,"UOW Alumna @ItaButtrose says health services must be designed to meet the needs of dementia patients.
""The Royal Commission reminds us that all older people can be vulnerable but I think people with dementia are some of the most vulnerable of all.""
#UOWhealthwellbeing pic.twitter.com/vJ0mVbQpQe",true
1249,Ita Buttrose opens the @UOW Health Symposium with a compelling call for a rethink on aged care and a switch to a patient-centred approach in RACFs including re dementia. A ‘honeymoon suite’ for married couples - why not! #UOWhealthwellbeing pic.twitter.com/CkUvAuDMQc,true
1250,UOW Health Symposium - inspiration by Ita Buttrose AC OBE ⁦@UOWNutrDiet⁩ ⁦@UOW⁩ ⁦@uowresearch⁩ ⁦@abcnews⁩ pic.twitter.com/m2vCJrpl8I,true
1251,"UOW lecturer, Indigenous Knowledges Jade Kennedy offers welcome to country to kick off to 2019 UOW Health Symposium at Innovation Campus today. “Welcome to the land of the sea, the humpback whale and the red belly black snake”.
#UOWhealthwellbeing pic.twitter.com/Ji9lD9hiQX",true
1252,"Healthy Harold and Baxter the Duck delighted students during a visit to Warilla Public School yesterday, as part of UOW's ongoing support of Life Education https://uow.to/2NLM6lv  @LifeEdAus @UOWCommunities pic.twitter.com/QQiUG6aX4T",true
1253,I'm excited to be visiting @UOW tomorrow for #UOWhealthwellbeing https://uow-health-symposium.com.au/  to take part in a panel covering the range of #PersonalisedMedicine @GarvanInstitute pic.twitter.com/HgDP6O5R10,true
1254,"Health leaders will converge on Innovation Campus for the UOW 2019 Health Symposium tomorrow.
UOW alumna @ItaButtrose says, “Practitioners across sectors will come together with a vision to improve patient-centred care.” #UOWhealthwellbeing #healthcare
http://bit.ly/2k0N0yk pic.twitter.com/ldX6UJL8hr",true
1255,Researchers @uowsoc @ihmri will begin trialling a new app designed to help people struggling with addiction. SMART Track app helps people monitor their cravings and impulses and provides real-time feedback https://uow.to/2jPuk4t  @PeterJKelly14 @uowresearch pic.twitter.com/SHaQ7AUthC,true
1256,"UOW engineering student Macinley Butson, winner of the Stockholm Junior Water Prize for an invention that accurately measures the solar UV exposure required to sanitise drinking water, talks to SMH: https://twitter.com/smh/status/1168381020539895808 …",true
1257,"Katie Gaskin @uowresearch talks to ABC TV News Breakfast about her detailed breast anatomy study, which could bring far-reaching benefits to cancer treatment, cosmetic surgery and even bra design https://uow.to/2HB8Ssy pic.twitter.com/PWXQ1mihJw",true
1258,"“Our research shows that protecting natural ecosystems can help us in the fight again climate change, however this battle can only be won if we also transition our economies away from fossil fuels now” @KerryleeRogers_ #EurekaPrize https://uow.to/32bxxfb  @uowresearch
@UOWGC pic.twitter.com/i6uXqd8IoW",true
1259,"UOW researchers have been awarded $4.8M in @NHMRC health and medical research funding to tackle childhood health and development, chronic pain management, schizophrenia and gestational diabetes https://uow.to/2zHcTaJ  @uowresearch @UOWEarlyStart @ihmri @MolHorizons pic.twitter.com/8XCW18nZyD",true
1260,"“They’re often seen as a blight on the landscape, but they’ve got incredible capacity to adapt.” @KerryleeRogers_ from the Blue Carbon Horizons team, on their Eureka Prize-winning research into coastal wetlands. Read more on UOW's The Stand https://uow.to/2ok6X1G pic.twitter.com/jaqrEYxrwK",true
1261,"https://www.linkedin.com/pulse/16-tips-finish-phd-great-success-charbel-dalely-tawk …
Last week I submitted my Ph.D. thesis @UOW & @ARC_ACES . In this article, I share with you 16 tips that will help you get through your Ph.D. and get the most out of it. A Ph.D. journey is tough. However, it can be amazing with some tricks and good habits.",true
1262,"UOW hosted a free, short film festival this week. The theme, dial back your drinking, attracted dozens of creative and meaningful entries from students.
Well done to the winner
You can watch his short film here:
#ThisIsUOW @redfrogsau
https://uow.to/2LeR7Al pic.twitter.com/YHXidhapvd",true
1263,"Science educator Alan Duffy @astroduff is on campus today! 
For anyone planning to go to his talk at 12.30pm, the venue has been changed to Building 35, Ground floor, Room 45
#astronomy #DarkMatter pic.twitter.com/3ltKPIfODn",true
1264,"Congratulations to the Blue Carbon Horizons team, winners of the 2019 NSW Environment, Energy and Science Eureka Prize for Environmental Research @KerryleeRogers, @uowresearch @UOWGC @ANSTO @Macquarie_Uni @eurekaprizes https://uow.to/32bxxfb  #Eureka19 pic.twitter.com/Uq1oIHQM2P",true
1265,⁦@Matt_KeanMP⁩ and Blue Carbon Horizons. We won! Make sure you protect and restore #bluecarbon ecosystems for us @UOW ⁦@Macquarie_Uni⁩ ⁦@ANSTO⁩ pic.twitter.com/zoHkMrvevo,true
1266,"The Blue Carbon Horizons Team wins the 2019 @OEHMedia Eureka Prize for Environmental Research. Learn more: https://youtu.be/HSt4DnImmrI  #Eureka19 #EurekaPrizes
@Macquarie_Uni @ANSTO and @uowresearch pic.twitter.com/dSTr1xgk5U",true
1267,"“In a time of accelerating sea-level rise, our findings provide a powerful incentive for wetland conservation and restoration” Good luck to Blue Carbon Horizons team, finalists tonight at #Eureka19 @uowresearch @UOWGC @ANSTO @Macquarie_Uni https://uow.to/2yo6i47 pic.twitter.com/hp9O4A6vue",true
1268,"ACES researchers using electricity to produce advanced living 3D human neural tissues in the lab have been nominated for the 2019 @ResAustralia Awards. Congrats to A/Prof Jeremy Crook, Dr Eva Tomaskovic-Crook and @GordonGWallace. http://bit.ly/2PfnRPe  @UOW @uowresearch",true
1269,"The Blue Carbon Horizons Team @Macquarie_Uni @ANSTO and @uowresearch; National #CoralBleaching Taskforce @CoralCoE and Weed Futures @MQBiology are finalists in the @OEHMedia NSW Environment, Energy & Science (DPIE) Eureka Prize for #EnvironmentalResearch #Eureka19 #EurekaPrizes pic.twitter.com/ihtGRgvkSJ",true
1270,UOW expert Prof Timothy McCarthy offers advice to those looking to buy an apartment off-the-plan in Wollongong via @illawarramerc https://www.illawarramercury.com.au/story/6349352/do-your-homework-before-buying-an-apartment-off-the-plan-expert/ …,true
1271,"@WollGongWOLVES coach Luke Wilkshire says his team is looking for redemption when they take part in the NPL finals series next month, while he says also excited to coach his first international tournament when he leads the @UOW team the University World Cup in China",true
1272,"Did you know @EuanAitken3 from the @NRL_Dragons studies exercise science at UOW?
Today, the @NRL and UOW will sign a five-year memorandum of understanding, renewing the Graduates of League program.
The program helps players like Euan through his studies.
https://uow.to/2LafNK5 pic.twitter.com/kocJXTP5YQ",true
1273,Saree Alnaghy has been named as a Bupa Health Foundation Emerging Health Researcher Award finalist for developing a robotic device that mimics the movement of tumors to reduce errors in radiation cancer treatments https://uow.to/2NyOlsf  @uowresearch pic.twitter.com/1lydEYaafA,true
1274,"So excited! @BupaAustralia Health Foundation 2019 Emerging Health Researcher finalists announced  Watch videos higlighting the work of Drs @Amcinerneyleo, Saree Alnaghy, @gemmasharp11 ,@jbin_lew & @DrMylesYoung  You cant help but catch their passion https://media.bupa.com.au/bupa-health-foundation-announces-emerging-health-researcher-award-finalists/ … pic.twitter.com/eHxNFCfbj6",true
1275,"Congratulations to UOW researcher Dr Scott McKinnon, who is part of a team shortlisted for a NSW Premier's History Award, for their digital history of Sydney's Mardi Gras  https://uow.to/2Zwknb2  @McKinnon_SJ pic.twitter.com/Fehqv8NGUQ",true
1276,"Congratulations to Dr Saree Alnaghy @uowresearch, a finalist in the 2019 Bupa Health Foundation’s annual Emerging Health Researcher Award  https://content.presspage.com/uploads/1950/29299-drsareealnaghyv02-778432.mp4?10000#.XWMzRv7QDnE.twitter …",true
1277,This is me demonstrating how to reforest the planet (but boy it is hard to keep up the pace). Tree planting for the Helmeted Honeyeater in the Capertee Valley with @BirdlifeOz  and @CTablelandsLLS pic.twitter.com/i9CALfx45F,true
1278,"Scientist. Model. Presenter. Environmentalist. UOW alumna Laura Wells defies expectations, and she's on a mission to make a difference in the world. The latest on UOW's The Stand  https://uow.to/2HgLD75 pic.twitter.com/tNbDJDy87u",true
1279,"Ever dreamt of playing in an international sporting competition?
Twenty-two UOW students are about to live that dream. They will train under Luke Wilkshire and play soccer for Oceania.
Trials start next week 
@FISU
https://uow.to/2Mv2VSc pic.twitter.com/gj8dVFxX9g",true
1280,Hear about some of our latest work via an interview with @clarewhatson on The Science Show @RadioNational - trying to understand why particular neurons die in #MND @UOW @ihmri https://www.abc.net.au/radionational/programs/scienceshow/resistant-nerves-could-lead-to-treatment-for-neuro-degenerative/11421770 … Original article -> https://www.sciencedirect.com/science/article/abs/pii/S0304394019302290 …,true
1281,"It's Live Art Week!
There are workshops galore if you feel like getting crafty.
And keep your eyes peeled for art installations like these at our Wollongong Campus 
#art #ThisIsUOW #fineart pic.twitter.com/HDl7GzSRCR",true
1282,"Fighting cyber attacks, improving rural cancer outcomes, finding new antibiotics, understanding how diet and the microbiome effects metabolic disease and improving academic outcomes for kids with hearing loss: NUW Impact funding recipients announced https://uow.to/2Z3JNRF pic.twitter.com/Rq7vMmsgY1",true
1283,High winds are impacting the Western Building construction site. Campus Ring Rd closed between P3 & P4 car parks. Please follow traffic controller and security officer directions.,true
1284," During my media residency in @RadioNational’s #Top5 program, I wanted to write an article telling the backstory behind rare metals we use frequently. Here’s what I came up with, with LOTS of help from @ABCscience editor @nkilvert: https://www.abc.net.au/news/science/2019-08-18/platinum-group-metals-car-exhaust-ancient-meteorites/11417812 … ",true
1285,If you missed hearing about our @uow researchers who joined in the fun at the inaugural @SoapboxSydney - Read all about it at http://bit.ly/2Z8XHkE  @wormychew @DrDomTanner @WomenSciAUST #WomenInSTEM #research #NationalScienceWeek #ScienceWeek #science https://www.youtube.com/watch?v=tgXf0N-82i4&feature=youtu.be …,true
1286,After learning how to determine soil properties in class last week... this week it was time to apply this in the field. I think they dig it haha @UOW #Fivestareducation #EESC202 pic.twitter.com/V0Ee0Wg2LP,true
1287,"UOW's Vice-Chancellor has praised our researchers in light of the pleasing @ShanghaiRanking result.
“Improving our standing in a globally recognised system for the third year in a row is a testament to the motivation and strength of our researchers,” 
https://uow.to/2KMK3e5 pic.twitter.com/2nt8V1pEF2",true
1288,"What does climate change mean for Australia’s coasts and oceans?
Tonight at UOW, renowned climate scientist Gretta Pecl will address this question.
The lecture is open to the public.
@UTAS_ @IMASUTAS
#climatechange #ocean
https://www.uow.edu.au/media/2019/what-climate-change-means-for-australias-coasts-oceans.php … pic.twitter.com/2SBfJEoaBH",true
1289,BBC Science Focus Magazine talks to @GordonGWallace about @ARC_ACES ground-breaking work with sutrodes @uowresearch https://twitter.com/sciencefocus/status/1162005281339060229 …,true
1290,"Remembering #Woodstock: Dr Anthony Ashbolt writes about the 50th anniversary of the Festival that spoke to the hopes and dreams of a generation. 

The Aquarian Uprising: America in 1969: https://stand.uow.edu.au/1969-america/ pic.twitter.com/wYyexiimAi",true
1291,"Congratulations @nataliematosin, a well-deserved Tall Poppy Science Award winner! Read about Natalie and her work here: https://stand.uow.edu.au/the-stress-scientist/ … @uowresearch @ihmri @MolHorizons #NSWTallPoppy https://twitter.com/TallpoppiesAIPS/status/1161554325455421445 …",true
1292,"Thinking about studying at our South Western Sydney campus?
Come to Open Night on Wednesday at 6pm. 
You can meet current UOW students and staff, and hear all about our degrees from the people who teach them

https://uow.to/2KEXlZY pic.twitter.com/QFWYKVJpOw",true
1293,Tune in to ABC Illawarra's Drive program this afternoon from 3:40pm to hear ACES PhD student Alex Nagle chat with @doctormcdougall about his work and how he came to be where he is today. https://ab.co/31xNn3j  @ABCaustralia @UOW @uowresearch pic.twitter.com/52FsrQYLX9,true
1294,"The elusive excitonic insulator – a phase of matter predicted by physicists in the 1960s – has been observed by UOW researchers @FLEETCentre, a breakthrough that will aid the development of a new generation of ultra-low energy devices https://uow.to/2YK7s9K  @uowresearch pic.twitter.com/r3zhlCTip2",true
1295,"Meet UOW's Head of History Frances Steel and UOW historian André Brett who recently won major awards at @AustHistAssoc 
“There’s growing interest in stories about people who, in the past, were left out of the narrative,” Frances says.
#culture
https://uow.to/2M8SXps pic.twitter.com/Zlm1orHwCN",true
1296,"Another compelling piece by @abc730 
Watch their report on a landmark $3m asbestos compensation payout. Our own UOW Associate Professor Lee Moerman features in the report:
https://www.abc.net.au/7.30/landmark-$3m-compensation-payout-for-asbestos/11390720 … pic.twitter.com/wtxrCqWLj3",true
1297,"So-called ""job snobs"" are back on the agenda, but claims that job-seekers are actively snubbing work opportunities flies in the face of a research by @rpatulny @uowresearch and colleagues. https://uow.to/2YsFuPD pic.twitter.com/AhqDraUxsW",true
1298,"Today we welcomed the Minister for Education, Hon  @DanTehanWannon MP to the Discovery Space. This was a fantastic opportunity to showcase Early Start's research and community engagement initiatives. pic.twitter.com/6L9xDjB8ir",true
1299,"A busy day at the Wollongong Infant Learning Lab. Today we meet the Minister for Education @DanTehanWannon and also saw the 50th baby in our @arc_gov_au research on infant memory, motor development, and parent-chid interaction. So many beautiful baby smiles!  @UOWEarlyStart @UOW pic.twitter.com/1e6o4JiyrC",true
1300,Foreign fakes won’t pull the wool over your eyes thanks to UOW #research with @BlueyMerino and @BusinessNSW #ThisIsUOW https://bit.ly/2YK3WLM pic.twitter.com/6OC6lpUAzC,true
1301,"We are looking for both a research fellow and senior research fellow to work on the design, development and fabrication of materials and devices for researchers and industry.

Research Fellow: https://bit.ly/31mPDKN 

Senior Research Fellow: https://bit.ly/2YHM28p 
@UOW pic.twitter.com/Vess5DlIGY",true
1302,"“I’d never thought of doing a PhD – no-one in my family had ever done one.” Professor Zenobia Jacobs, renowned archaeologist, on growing up in South Africa and her serendipitous path to academia https://uow.to/2YMOlaa  @cabahCoE pic.twitter.com/u89jB9ZaGi",true
1303,"We couldn't have hoped for a better Open Day, thanks to the record number of visitors - all 9000 of you - for dropping in. 
#education
https://uow.to/2yALwhU pic.twitter.com/IJGsg0MuLI",true
1304,UOW's Three Minute Thesis winner Vivien Forner is focused on helping Australia's emergency services to retain their valuable volunteers https://uow.to/2GLHV5c pic.twitter.com/UFCuJs5c8O,true
1305,Today is Open Day! Come on down to see what UOW has to offer our future students #ThisIsUOW,true
1306,"There’s no evidence 5G is going to harm our health, so let’s stop worrying about it https://uow.to/2KmUzZ1 
#5G #mobilephones pic.twitter.com/6A1zY91a1I",true
1307,"Happening during @Aus_ScienceWeek on Tuesday, August 13, ACES Director @GordonGWallace will be at @kiamalibrary to speak on printing parts for bodies. The talk is set for 6pm and is a free event to attend. https://bit.ly/2YzwdV3  #scienceweek #3Dprinting pic.twitter.com/JYBrCIW8ED",true
1308,"#uowexpert @LynPhillipson is an award-winning public health academic who appeared as an expert witness before the Aged Care Royal Commission into Quality and Safety this week. https://scholars.uow.edu.au/display/lyn_phillipson …
#acrc pic.twitter.com/npRQ1u3a5v",true
1309,"[3/3] For more information on the EAE process for polytechnics, please visit: http://www.moe.gov.sg/admissions/direct-admissions/eae …",true
1310,"[2/3] With his confident and bubbly personality and a portfolio submission of him preparing a 3-course meal (prawn avocado salad, parmesan baked chicken and chocolate truffles), Saraven easily stood out among the other applicants. Here is his story. https://www.schoolbag.sg/story/eae-playing-to-a-strength-food-tells-my-family-s-stories …",true
1311,[1/3] Saraven Ravi – a Year 2 student in Temasek Polytechnic’s Diploma in Culinary and Catering Management -- has a passion for cooking and wanted to secure a spot in this popular and competitive course. He chose to enter it via the Early Admissions Exercise (EAE). pic.twitter.com/Zs6m65pKHe,true
1312,[12/12] I started calling and texting my friends more regularly to catch up on our studies. We would also use Google Meet to work on assignments together. I think I am more diligent in my studies now. It helps that I have a group of friends who encourage each other to learn!”,true
1313,"[11/12] Ashika Binti Abdullah, Sec 4E says, “I procrastinated a lot during HBL, often completing my homework at the last minute. I think it’s because there is less pressure from our teachers during this time. Near the end of HBL, I realised I needed to buck up and study harder."" pic.twitter.com/jzGajqzAAx",true
1314,"[10/12] Muhamad Raziq Irfan bin Mohamad Ridwan of Sec 4A says, “During HBL, our Form teachers shared with us how to manage stress, such as by taking breaks every now and then. Because I know how to manage stress better now, I think I will be more focussed when I do my homework.” pic.twitter.com/dXKuiTeFwH",true
1315,"[9/12] ""I think because of this, I feel more independent in my learning now. Today, I will take more time to do my own research on the subjects before coming to class,” she says.",true
1316,"[8/12] Raenisha Sherridan of Sec 2E says,” HBL has taught me to take more initiative in my learning. Our teachers cannot monitor us all the time, so we must be disciplined enough to sit in front of the computer for a few hours each day to do our homework."" pic.twitter.com/KgIr7kREHM",true
1317,"[7/12] ""Of course, I will still gently encourage them to verbalise their ideas, as this is an important skill!” he adds.",true
1318,"[6/12] ""I think it’s because they were more comfortable with articulating their thoughts through writing! will keep this in mind when I teach these students in school, by giving them the option to write down their thoughts if they are afraid of speaking up,"" he says.",true
