,text,target
310,"Teachers and students from Crest Secondary School, Eunoia Junior College and Fengshan Primary came together to produce this music video dedicated to people working day and night to keep us safe. The recording was done before the start of the circuit breaker period, but the song is a timely reminder to be grateful and stay united.
#SGUnited #SingaporeTogether
Crest Secondary School is with Eunoia Junior College and 6 others.
9 May at 10:58 ·
This song is a tribute to the brave and dedicated Everyday Heroes around us who are often unnoticed and underappreciated. We hope it will encourage our healthcare workers and other essential workers on the frontline as they continue to answer the call of duty.
Safe distancing measures have been put in place and progressively tightened in the past few months. Opportunities to volunteer and collaborate have also become more limited. Nonetheless, we knew we wanted to make music together safely and for a meaningful cause. All recording was done before the start of the Circuit Breaker period.
Let’s all do our part by observing the Circuit Breaker measures. Stay home, stay safe, and stay curious. Together we will overcome!
Thank you, our Everyday Heroes! #SGUNITED
- Crest Secondary School, Eunoia Junior College & Fengshan Primary School",true
311,"If the kids are fascinated by dinosaurs, here’s a DIY “excavation site” that will surely excite them.
All you need is cornstarch, toy fossils, water, and this handy guide from the Science Centre Singapore. Set it up for them, and let them discover what lies beneath!
https://go.gov.sg/dinodig
#stayhomeforSG #SGUnited #SingaporeTogether",true
312,"Some children shine in academic pursuits, some on the stage, and some while tinkering in forensic science. In this article, a band kid, a young scientist and a young environmentalist tell us how they charted their own paths through the Direct School Admission (DSA) programme. Their stories show how interests, commitment and self motivation can drive a joy for learning.
#LearnforLife
MOTHERSHIP.SG
S’pore’s education system has multiple routes for all to realise their potential, including non-academic ones",true
313,"You may have seen a pan flute before. It is a wind instrument made up of a row of pipes of different lengths. In fact, you can make your own with a few straws and some tape.
Follow this tutorial by the Esplanade - Theatres on the Bay, and get the whole family to play a song together!
https://go.gov.sg/diy-panflute
#stayhomeforSG #SGUnited #SingaporeTogether",true
314,"Several entrepreneurs and organisations have stepped forward to give our students facing challenges some extra support during this COVID-19 period.
They have donated digital devices like laptops to help students with home-based learning. For students who come to school for face-to-face support, they are well taken care of with meals, care packs, and online lessons in the arts, like dance, music and manga art. For students at home, they are also supported with tele-befriending and online reading programmes.
These contributions have helped our students stay connected and meaningfully engaged throughout the full HBL period and now, during the school holidays too. Thank you, donors!
(Photos courtesy of Gan Eng Seng Primary, Teck Whye Primary, New Town Primary)
#SGUnited #SingaporeTogether",true
315,"Hope everyone enjoyed the session on Thursday and walked away with valuable tips that you can use during the holidays! If you missed it, watch it here: https://www.facebook.com/moesingapore/videos/876417592827398/
Still wondering where to start? Here’s what our panellists recommend.",true
316,"Here’s an excuse for the kids to “play” with their food.
Follow this activity sheet by the Wildlife Reserves Singapore and get them to be makan detectives. You can find out how far your food has travelled, by simply collecting all the labels from the grocery items, and then, grab a map and stick them on the countries they came from. How many countries did you count?
https://go.gov.sg/makandetectives
#stayhomeforSG #SGUnited #SingaporeTogether",true
317,"Add these activities from #SYFgoesOnline to your weekend repertoire. The ‘SYF Stays Home’ site contains a range of challenges and interesting things to do, from Instagram games to an open call for performance submissions. Visit https://go.gov.sg/syfstayshome or Singapore Youth Festival - SYF for more details and inspiration.
#SYFgoesOnline #SGUnited #SingaporeTogether
Singapore Youth Festival - SYF
6 May at 20:47 ·
𝑶𝒑𝒆𝒏 𝑪𝒂𝒍𝒍 𝒇𝒐𝒓 𝑺𝒀𝑭 𝑺𝒕𝒂𝒚𝒔 𝑯𝒐𝒎𝒆 - SYF Stays Home provides 6 activities that students can enjoy from the comforts of their home, ranging from light-hearted games and filters on Instagram, to performing self-choreographed dances. Visit https://go.gov.sg/syfstayshome or scan the QR code for more information.
#syfgoesonline #syfstayshome
#allhandsondeck
#artlabs
#danceverve20
#dramaonair
#thefamilyseries",true
318,"As an aspiring wrestler and physiotherapist, Nadiah hopes to be equally capable of meting out damage as healing it. For now, she is taking the first step towards her dream by learning all about the human body, and the science behind its movements.
Here, she shares her journey via the Early Admissions Exercise to Republic Polytechnic’s Diploma in Sports and Exercise Science course. (Find out more about RP and EAE at their upcoming webinar on 5 June: https://www.rp.edu.sg/parents/eae-parents-talk)
SCHOOLBAG.SG
EAE: Playing to a strength – Wrestler, judo-ka…physio?",true
319,"You don’t need much to create your own musical instruments. Mr Dzuhri, a music teacher from Bukit View Primary School shows you how to create your own instrument using nothing more than a few glasses and water in this video. While you’re at it, learn how to play Chan Mali Chan too!
https://youtu.be/Ea3uvM7ky7M
#stayhomeforSG #SGUnited #SingaporeTogether",true
320,,true
321,"Missing your friends? Students from Rainbow Centre Yishun Park School (RCYPS) and Lighthouse School (LHS) show us how keeping in touch with our pals is still very much possible despite the physical distance!
During the school holidays, Orion and Vito from RCYPS “meet” their friends to play video games and caught up through social messaging apps and through Zoom.
Students from LHS, have also made time to chat with friends through video calls. Providing time for interaction allows our students to remain emotionally connected.
Together, their interactions demonstrate how we may be apart but not alone!
#SGUnited #SingaporeTogether",true
322,"His parents were concerned that he was spending too much time on the computer, but James Lim wasn’t a gamer. He was actually learning to code, and build websites – all on his own!
James’ interest in computers led him to apply for the Diploma in Computer Engineering Course in Singapore Polytechnic through the Early Admissions Exercise (EAE). Here, he shares why he chose to go for EAE and how the experience at SP prepares him for the future.
SCHOOLBAG.SG
EAE: Playing to a strength - James Lim, Self-taught programmer",true
323,"Teach your kids how helicopters work by building one out of paper. Print out this template from the National Library Board, Singapore, and get the family involved to see whose design stays in the air the longest!
Link: https://go.gov.sg/paper-chopper
#stayhomeforSG #SGUnited #SingaporeTogether",true
324,"Here is a home-based lesson in Art that you can challenge your kids to try out.
Mdm Nuraini Binte Ithnin from Evergreen Primary School knows that students come to class with different levels of readiness and skills in art. If she gave all of them the same task, some would find it a struggle and give up, while some may find it too simple and lose interest.
She says, “I want students to enjoy the process of making art, instead of being fixated on the final outcome.”
With that in mind, Mdm Nuraini found a way to introduce different levels of challenges for her Primary 3 Art lesson on visual textures and design. She allowed students to choose a task that best suit their interests and abilities – and present an artwork using what they can find at home.",true
325,"We all love to sing “Home”. Now, how about learning to play it on your recorder? Ms Michelle Lim, a music teacher from Temasek Primary School will teach you how. Before you start, you might want to make sure no family members are having a meeting at home!
https://go.gov.sg/home-recorder
#stayhomeforSG #SGUnited #SingaporeTogether",true
326,"Keen to pursue an interest in photojournaling? Check out the Pixel Perfect platform under SYFgoesOnline! Students can put their skills to the test by submitting a photo journal. Follow Singapore Youth Festival - SYF for a series of videos on story-telling through photography and tips for capturing good photographs. These resources and other sources of inspiration can also be found at www.singaporeyouthfestival.sg.
#syfgoesonline #stayhomeforSG #SGUnited #SingaporeTogether
YOUTUBE.COM
SYFgoesOnline! Pixel Perfect: Our Everyday X Perspectives in Photography
Singapore Youth Festival - SYF
2 May at 20:47 ·
𝐏𝐢𝐱𝐞𝐥 𝐏𝐞𝐫𝐟𝐞𝐜𝐭: 𝐎𝐮𝐫 𝐄𝐯𝐞𝐫𝐲𝐝𝐚𝐲 𝐗 𝐏𝐞𝐫𝐬𝐩𝐞𝐜𝐭𝐢𝐯𝐞𝐬 𝐢𝐧 𝐏𝐡𝐨𝐭𝐨𝐠𝐫𝐚𝐩𝐡𝐲
Keen to sign up for Pixel Perfect? Not sure how to take eye-catching photos? Fret not. We have prepared 3 videos from practising photographers to give you some tips!
In this video, Ronald Low, a photographer, shares how he draws inspiration from his environment and uses perspective in photography.
For more information on the content covered in this video: https://go.gov.sg/syfpperfect-vidinfo1
We hope this video will give you a better idea on how to start your photo journal! Stay tuned for the next 2 Pixel Perfect resource videos coming soon!
You can find out more information about Pixel Perfect at https://go.gov.sg/syfpixelperfect
#syfgoesonline #pixelperfect",true
327,"Singapore Youth Festival - SYF
2 May at 20:47 ·
𝐏𝐢𝐱𝐞𝐥 𝐏𝐞𝐫𝐟𝐞𝐜𝐭: 𝐎𝐮𝐫 𝐄𝐯𝐞𝐫𝐲𝐝𝐚𝐲 𝐗 𝐏𝐞𝐫𝐬𝐩𝐞𝐜𝐭𝐢𝐯𝐞𝐬 𝐢𝐧 𝐏𝐡𝐨𝐭𝐨𝐠𝐫𝐚𝐩𝐡𝐲
Keen to sign up for Pixel Perfect? Not sure how to take eye-catching photos? Fret not. We have prepared 3 videos from practising photographers to give you some tips!
In this video, Ronald Low, a photographer, shares how he draws inspiration from his environment and uses perspective in photography.
For more information on the content covered in this video: https://go.gov.sg/syfpperfect-vidinfo1
We hope this video will give you a better idea on how to start your photo journal! Stay tuned for the next 2 Pixel Perfect resource videos coming soon!
You can find out more information about Pixel Perfect at https://go.gov.sg/syfpixelperfect
#syfgoesonline #pixelperfect",true
328,"Invisible ink is a common device in detective mysteries, hiding secret messages in plain sight. This video from Kids STOP Singapore shows how to write a top-secret memo with fresh lemon and a cotton bud, and then reveal it using a candle – be careful!
https://go.gov.sg/invisibleink
#stayhomeforSG #SGUnited #SingaporeTogether",true
329,"Ong Ye Kung
11 May at 18:24 ·
The Direct School Admission (DSA) exercise for admission to secondary schools and junior colleges will open for applications tomorrow, 12 May.
Due to Circuit Breaker measures, the way schools evaluate applications will have to change.
Interviews and auditions, starting from end-June to Sep, will take place through electronic modes in the applicants’ own primary or secondary school.
Sports trials will not be possible and the NSG has been suspended. That means schools will need to place less emphasis on timings or competition placements, but assess students’ aptitude and potential through their track records, and demonstration of interest and passion, in as fair and transparent a manner as possible. It may mean some change in the school’s definition of a young sportsperson, which may not be a bad thing.
This will be in line with the objective of the DSA - to provide an admission pathway that is beyond academics, that focuses on potential and encourages excellence.
Find out more here: https://www.moe.gov.sg/news/press-releases/start-of-2020-direct-school-admission-exercises.",true
330,"Have a young explorer at home? There’s a badge for that! Check out the Heritage Explorers Programme by the National Heritage Board. They have also put together a variety of online activities on their Facebook page for the family to explore #SGCultureAnywhere.
#SGUnited #SingaporeTogether
Wan Qing Yuan - Sun Yat Sen Nanyang Memorial Hall 晚晴园-孙中山南洋纪念馆 is at undefined.
13 April at 09:26 ·
*EXCITING NEWS!* Attention all 7 to 12 year olds staying at home!
Sun Yat Sen Nanyang Memorial Hall is launching a new home based learning project where you can experience what it is like to work in a museum in the comfort of your home!
Simply view the video, choose the profession that you are interested in, complete the task assigned and submit your “homework” to nhb_educationprogrammes@nhb.gov.sg!
In return for your efforts, you can redeem one or both of our Heritage Explorers badges when our memorial hall re-opens!
#CultureCarriesOn #DoseOfCulture #MuseumGames #MuseumsAndChill #MuseumFromHome #Enjoy_CityMuseums_From_Home #OurSGHeritage #GoDigital #SocialDistancing #StayHomeForSG #SGUnited #SGTogether #CultureIsSoulEssential #SGCultureAnywhere",true
331,"How good are your doodling skills? Can you draw a microwave or a cat in under 20 seconds? You can find out with ‘Quick, Draw!’, a game where Artificial Intelligence (AI) tries to guess what you’re drawing. As you play, you’re also helping to build a dataset for developers, researchers and artists across the world working on AI.
https://quickdraw.withgoogle.com
#stayhomeforSG #SGUnited #SingaporeTogether",true
332,"We’re pretty sure our students won’t make fried wonton with crunchy meat fillings...so how about biting into this yummy apple pie recipe by students from Nanyang Polytechnic's Diploma in Food & Beverage Business. Guaranteed to be sweet treat for Mother’s Day!
#HappyMothersDay #stayhomeforSG #SGUnited #SingaporeTogether
YOUTUBE.COM
DIY Series - Lattice-Top Apple Pie",true
333,"If the kids need more motivation to help out with the household chores, check out this video from Hougang Secondary School. Their PE department has ideas for making household chores a part of your fitness routines. Get fit and keep the house clean! (You can thank us later.)
https://youtu.be/C7BkO4IXiLk
#HappyMothersDay #stayhomeforSG #SGUnited #SingaporeTogether",true
334,"THU, 14 MAY
Ask Me Anything About Supporting Your Child's Well-Being",true
335,"Titled “My City, My Sayang”, this song was composed by local artists Joel Nah and Heng Siok Tian in 2017 to express the beauty of living in Singapore. This version is performed by 20 music teachers from our schools and the Singapore Teachers’ Academy for the aRts (STAR).
They are dedicating this recording to the seniors in Singapore, with the following message:
“Dear Seniors,
You have raised us with songs for our lives, so that we have the courage today with songs in our hearts. Thank you for being our first teachers, our guide, our light. In return, here’s our song in appreciation of your love. Keep safe, stay home, stay strong!”
The song was commissioned by STAR as part of the ‘Stories We Sing’ album, which you can listen to at this link https://go.gov.sg/starsws.",true
336,"Need a new workout routine? The PE teachers at Canossa Catholic Primary mapped an exercise move to every letter of the alphabet – A to Z. If you match the moves to the spelling of your name, you will get your own workout routine! Try it out with your family, and see whose name results in a tougher set of exercises.
https://youtu.be/RtpQ9llhclA
#stayhomeforSG #SGUnited #SingaporeTogether",true
337,"Here’s a Mother’s Day celebration to join from home. Families for Life is organising a FB Live concert this Sunday, 10 May, at 8pm. You can also post a photo or video dedication to your mum with the hashtag #FFLMothersDay, and your dedication may be featured during the event. Special segments will also be broadcasted on Free-to-Air channels at 8.30pm to cheer and appreciate all mothers in Singapore.
#stayhomeforSG #SGUnited #SingaporeTogether
Families for Life
4 May at 17:00 ·
Mothers are doing an awesome job taking care of everyone at home. Though some of us may not be able to be with our mums, we can certainly show we love and appreciate them. Don’t miss “Homemade for Mums”, a Mother’s Day Show like no other this Sunday at 8pm for an evening of song, laughter and heartfelt tributes.
Post your dedication with a photo or video and hashtag #FFLMothersDay and both you and Mum could win dining and shopping vouchers. Your dedication may even be featured on TV on Mother’s Day. What’s more, the first 500 dedications will receive a complimentary 1-month Viu subscription. Terms and conditions apply.
#StayHomeforSG #FFLShareTheCare #POSBforMums #StayHomewithViu",true
338,"Recreate a volcanic eruption for your kids in the safety of your own kitchen. All you need is a lemon, some baking soda, and some food colouring. Follow along this video, and learn the science of it in the process!
https://youtu.be/4z_Q3Zzr9Is
#stayhomeforSG #SGUnited #SingaporeTogether",true
339,"“The students are what make a class. Wherever they are, that’s where my class is.” Ms Doreen Choo, APSN Tanglin School.
In her video poem “Never”, Ms Choo captures the challenges during Home-Based Learning and pays tribute to her colleagues and students.
Keeping it real, she talks about “emoji blames” which refer to the angry feelings of some students when she encourages her students to show how they feel.
May Ms Choo’s heartfelt poem resonate with your own HBL moments as a student, teacher or parent: both the challenges you’ve overcome and all that you’ve achieved!
#SGUnited #SingaporeTogether",true
340,"Bookmark this for tonight. Wind down the day with your kids and enjoy a story-telling session by a librarian from our National Libraries. Sit the young ones down for the story of Pig – a pug who does anything to win – and find out what happens to him. For the older kids, there are lots of other books to choose from at Public Libraries Singapore.
#SGUnited #SingaporeTogether #stayhomeforSG
Public Libraries Singapore
1 May at 18:30 ·
Won't he ever learn? Pig the pug is back - this time he's telling great, big lies. 😲 Join Nathaniel as he reads 'Pig the Fibber'.
[Special thanks to Scholastic for permission to read 'Pig the Fibber' by Aaron Blabey (Author & Illustrator).]
Join us on Public Libraries Singapore for English storytelling sessions by our librarians.
Tune in on:
Monday, Wednesday and Friday: 6.30pm
Tuesday and Thursday: 10am
Follow this page to be notified when the English storytelling sessions go live.
Tune in to the Mother Tongue language sessions here:
听故事·识世界: Chinese Library Services (中文图书馆服务)
Masa Bercerita: Malay Library Services (Perkhidmatan Perpustakaan Bahasa Melayu)
கதை நேரம்: Tamil Library Services (தமிழ் நூலகச் சேவைகள்)",true
341,"Here is a virtual exhibit specially created for everyone at home. Take the whole family on a visit to the ‘Imaginarium: A Voyage of Big Ideas’ at the Singapore Art Museum – from the comfort of home. There are fun and colourful artworks for all ages. Before embarking, download the activity sheets for the younger ones – at https://bit.ly/2Wfmm3U – and then click the link below to start your journey.
https://bit.ly/3cY361h
#SGUnited #SingaporeTogether #stayhomeforSG",true
342,"Before the circuit breaker period, Dillon Mack’s days were typical of most Secondary 4 students – largely occupied by lessons and CCA, with the time in between spent catching up with friends, chatting about school and discussing their upcoming O-Levels together.
In the past month, students, teachers, parents and family members have had to adjust to new routines – Home-Based Learning being one of them. Here, Dillon lets us in on his thoughts on how life has been, and how he has improved his self-discipline.
#SGUnited #SingaporeTogether",true
343,"Stay home, stay safe, stay curious. Riverside Secondary School students have been doing just that. They picked up new hobbies and skills while staying home.
Their teacher, Ms Renuga Konasegaran, encouraged them to learn new things and make good use of their time.
Ler Xuan picked up reading, Jovan took part in social media challenges for a healthier lifestyle, and Nivedita tried her hand at figuring out Rubik’s cube. These students all gained more than they bargained for while putting their time to better use at home.
And as their teacher, Ms Renuga led by example, of course... She learned how to make Nyonya kueh!
#StayHomeStaySafeStayCurious #stayhomeforSG",true
344,"Watch this video from the Science Centre Singapore, and channel your inner forensic scientist. Learn to lift fingerprints from a surface with nothing more than some powder, a brush and clear tape.
https://youtu.be/YRXHdUtzQGM
#SGUnited #SingaporeTogether #stayhomeforSG",true
345,"Corrections and clarifications regarding a falsehood published by Singapore States Times on COVID-19 cases in schools
1. There is a false statement of fact contained in a Facebook post by Singapore States Times (SST) on COVID-19 cases in schools.
Falsehood
2. On 4 May 2020, SST published a Facebook post stating that “Education Minister Ong Ye Kung is responsible for numerous infections in schools after he refused to close down the schools. The schools were only closed on April 3rd, but at least 50 students and teachers were already infected.”These statements imply that at least 50 students and teachers had become infected with COVID-19 by 3 April 2020 as a result of transmission in schools, which is false.
3. As of 3 April 2020, 69 students and staff in MOE schools, including the Institutes of Higher Learning (IHLs), were reported to have been infected with COVID-19. Based on contact tracing and investigations by MOH, all the cases (except for 3 which are still unlinked) were attributed to transmission via overseas travel, within households, social settings, and a non-school workplace (for a part-time student). In short, none of the 69 infections were traced back to MOE schools, including the IHLs.
Additional Clarifications
4. Even before the implementation of Full Home-Based Learning (HBL) as part of the broader national Circuit Breaker measures, our schools and teachers have put in tremendous effort to ensure that our students can learn in a safe environment. Precautionary measures included establishing new hygiene and cleaning routines for our students, fixed seating and assigned play areas, suspension of co-curricular activities, and placing students who are unwell, have a travel history, or who stay with family members who have a travel history, on a Leave of Absence.
5. As part of the national Circuit Breaker measures, schools were closed and we moved to Full HBL on 8 April 2020. With most parents telecommuting from home, the closure of schools did not become a major disruption to our lives. Although students no longer attend school physically, the restrictions in place prevented them from moving around the community freely and exposing themselves to the virus. Nevertheless, a major concern with school closure is our students from vulnerable backgrounds, who need the support of schools for lessons, meals and guidance. These students, together with students whose parents work in essential services, have therefore been allowed to come back to school for care and supervision, with the necessary safe distancing measures in place. The arrangements for these students will continue during the May school holidays.
6. If MOE had simply closed schools early, say from Feb 2020, we would have disrupted lives significantly, and the impact on students from vulnerable backgrounds would have been immense. Instead, we have kept schools open as long as possible, while keeping our students safe.
http://www.gov.sg/article/factually-clarifications-on-falsehood-posted-by-sst-on-covid-19-cases-in-schools",true
346,"The holidays are all about spending time together as a family, having fun and learning new things wherever we may be! Check out our latest Parent Kit at http://www.moe.gov.sg/parentkit for fun and meaningful activities that you can try this holiday at home.
If you’ve got other tips for staycationing, share your ideas for other parents in the comments below.
#StayHomeStaySafeStayCurious #SGUnited #SingaporeTogether",true
347,"Home-Based Learning left an indelible impression not just on students and teachers, but parents too. What did Michelle Wee, a mother of six, learn through her children these three weeks? Here, her reflections.
#SGUnited #SingaporeTogether
SCHOOLBAG.SG
What I learnt during Home-Based Learning",true
348,"Even thunder storms can provide a spark of fun. Get crafty with a board game of rain, thunder and rainbows from Public Libraries Singapore. The link below contains a template that you can print and play with your kids. You’ll even learn some fun facts in the process!
https://go.gov.sg/nlb-knowing-our-world
#SGUnited #SingaporeTogether #stayhomeforSG",true
349,,true
350,"Play is central to children’s learning and it ignites their sense of wonder and curiosity. At MOE Kindergarten (MK), the Home-Based Activities aim to provide opportunities for children to play, explore, establish routines and promote family interactions and bonding.
See how Kindergarten One children from MK@Wellington stay engaged during this stay home period!
#ontoastrongstart #moekindergarten #SGUnited #SingaporeTogether",true
351,"It’s finally the holidays! It has not been easy for parents to juggle helping their child with HBL and working from home at the same time, so kudos to all parents! The journey of HBL would not have been possible without the support of parents, so thank you parents for working together with us to ensure the best learning for your child.
Through the reflections from parents of children with Special Educational Needs (SEN), we hope that you can pick up a self-care tip or an idea for an activity to do with your child in the upcoming holidays!
We hope that this holiday period will be a great time of bonding with family and also a break for you and your child as well. Check out our holiday resource package for families at https://beta.moe.gov.sg/special-educational-needs/resources for more ideas. Do take care of yourselves during the upcoming holidays!
#SGUnited #SingaporeTogether",true
352,"Slow starts, Math problems, cinnamon rolls… oh, and working from home… Shane Mack, father of two, looks back on the near-chaos of the last three weeks of Home-Based Learning. Was there a bright side, apart from the rolls? He shares the highs of lows of a typical HBL day.
#SGUnited #SingaporeTogether",true
353,"Here’s something fun for the entire family to do at home. Follow the instructions in the video link below, and draw your very own Soaperhero. (Trust us, you can do it!)
https://go.gov.sg/draw-soaper-5
#Soaper5 #SGUnited #SingaporeTogether #stayhomeforSG",true
354,"What do you do when a student surprises you with an impromptu guitar recital? Ms Seah Wei Ee, Senior Teacher (English), Woodlands Secondary decided to let it flourish, and her whole class benefited as a result. She shares her lessons learnt in the past few weeks.
#SGUnited #SingaporeTogether
SCHOOLBAG.SG
Learning from COVID-19",true
355,"Supporting students in financial need: School meal subsidies will continue till the end of the Circuit Breaker extension.
We had earlier provided school meal subsidies in the form of School Smartcard top-ups to all Primary and Secondary students from low-income families during the period of Full Home-Based Learning. This coincided with the original Circuit Breaker period which was up to 4 May 2020. We are grateful that the Community Foundation of Singapore (CFS) had come in as a partner for this effort earlier.
The Circuit Breaker period is now extended by another 4 weeks to 1 June 2020, and the mid-year school break will be advanced to May. Typically, meal subsidies are not provided during school holidays. However, given the exceptional circumstances this year, together with the Straits Times School Pocket Money Fund (STSPMF), we have decided to continue providing meal subsidies through School Smartcard top-ups during this mid-year holidays. STSPMF has committed up to $2 million for this effort. Depending on the amount utilised, the contribution by STSPMF will be matched dollar for dollar by MOE.
This top-up is expected to help more than 47,000 Primary and Secondary students on the MOE Financial Assistance Scheme (FAS), MOE Independent School Bursary (ISB), and Special Education (SPED) FAS, who have been receiving meal subsidies during school term.
Click the link for more details: https://www.moe.gov.sg/news/press-releases/supporting-students-in-financial-need--school-meal-subsidies-to-continue-till-end-of-circuit-breaker-extension",true
356,"UPDATE: A nurse is among the new Covid-19 cases confirmed in Singapore. 5 of the 6 cases found earlier in schools have been discharged.
STRAITSTIMES.COM
Repeat test of 6 infected students, staff for Covid-19 finds all negative, have recovered: MOH",true
357,"Automation could displace 53 million jobs in Europe by 2030, with those in the wholesale and retail sector at risk, a McKinsey report said.
STRAITSTIMES.COM
Robots could be coming for jobs hit by Covid-19 pandemic, McKinsey says",true
358,"At least 10 teenage girls have made claims on social media that the student had sent them lewd messages and photos or asked for sex, with incidents dating back to 2017.
STRAITSTIMES.COM
Student under police probe after allegations of sexual harassment surface online",true
359,"Idle construction sites and more people working from home could be the cause of the surge. Or could it be due to a change in the dominant dengue strain?
STRAITSTIMES.COM
What caused Singapore's spike in dengue cases during the circuit breaker period?",true
360,"Former officer Thomas Lane had been held on US$750,000 bail after being charged with aiding and abetting murder and manslaughter.
STRAITSTIMES.COM
One of 4 US police officers charged over George Floyd's death released on bail",true
361,"This is the first time in nearly 3 weeks that Thailand reported no new cases. It is also the 17th day with no local transmission in the kingdom.
STRAITSTIMES.COM
Thailand reports no new coronavirus cases, no new deaths",true
362,"The woman had been picked up by the police twice just hours before her death.
But the police took her back to where she was waiting for the bus as they claimed she said she was okay.
STRAITSTIMES.COM
Philippine mum of 4 with Covid-19 symptoms dies while stranded for 5 days waiting for bus to go home",true
363,"The state leader was reported to have been infected while distributing relief materials.
STRAITSTIMES.COM
Indian lawmaker dies of Covid-19 on his birthday as it spreads at 'lightning speed' in Tamil Nadu",true
364,"The restaurant, which opened in 2004, ceased operations on June 8.
STRAITSTIMES.COM
Imperial Treasure Nan Bei Restaurant in Ngee Ann City latest to close amid Covid-19 pandemic",true
365,"The designer handbags, which are worth millions of ringgit, were said to have been marked by the police following a raid at Najib Razak's apartment.
STRAITSTIMES.COM
Luxury bags seized from Malaysia's ex-PM Najib Razak and wife ‘ruined by marker pens’",true
366,"More than 1,000 hotels have been flooded and more than 30 tourist sites damaged.
STRAITSTIMES.COM
Dozens killed as south China hit by floods and rainstorms",true
367,"Deploying autonomous cleaning robots and temperature taking are just some measures Changi Airport will be carrying out to keep transit passengers safe from Covid-19.
STRAITSTIMES.COM
Changi Airport's new transit holding areas: 10 safety measures to accomodate transit passengers",true
368,"Eligible employers do not need to apply to receive the payouts, and will receive letters from Iras by the end of this month informing them of how much they will get.
STRAITSTIMES.COM
Coronavirus: 95,000 employers in S'pore to get $450 million in wage credit payouts by June 30",true
369,"The US records around 20,000 new Covid-19 cases every day.
STRAITSTIMES.COM
US approaching 2 million coronavirus cases: Johns Hopkins",true
370,"The coronavirus outbreak has also spread rapidly in the continent in countries such as Peru, Chile and Colombia.
STRAITSTIMES.COM
Coronavirus: Latin America hits 70,000 pandemic deaths, daily high of 4,883 cases in Mexico",true
371,"Transit flights will be allowed only for outbound journeys from some Australian and New Zealand cities.
STRAITSTIMES.COM
Covid-19: SIA travellers from Australia, NZ allowed to transit through new Changi Airport holding...",true
372,"A 9-minute video clip taken in March showed Mr Manuel Ellis crying out that he could not breathe while he was in police custody.
STRAITSTIMES.COM
Probe launched into death of another US black man while in police custody",true
373,"The cub’s mother had laboured for 14 or 15 days before giving birth, said the director of the Spanish zoo where he was born.
STRAITSTIMES.COM
In Spain, the white lion cub whose mum didn't want him",true
374,"Mr Biden, who served 8 years as wingman to Mr Barack Obama, has said he is considering naming a partner of colour.
STRAITSTIMES.COM
After George Floyd, pressure on Biden to pick black VP",true
375,"The localised surges have raised alarms among experts even as the country’s overall case count early this week rose just under 1%.
STRAITSTIMES.COM
Second US coronavirus wave emerges with Texas hitting daily record, as Florida and California cas...",true
376,"The research began with programmes related to hepatitis C and the drug was later suggested to have antiviral activity against emerging viruses such as Mers and Sars.
STRAITSTIMES.COM
Research that led to antiviral drug remdesivir started in 2009",true
377,"Johnson & Johnson has already signed deals with the US government to create enough manufacturing capacity to produce more than 1 billion doses of a potential vaccine.
STRAITSTIMES.COM
Johnson & Johnson to begin human trials of Covid-19 vaccine in second half of July",true
378,"Ms Gan Siow Huang is expected to be fielded as a candidate in Bishan-Toa Payoh GRC.
STRAITSTIMES.COM
Singapore's first woman general, tipped to be PAP candidate in upcoming GE, joins NTUC's e2i as d...",true
379,"The area is about the size of Lebanon.
STRAITSTIMES.COM
Brazil deforested 10,000 sq km of Amazon rainforest in 2019, up 34% on year",true
380,"""The pandemic might have set back your plans temporarily, but the virus will not stop you from fulfilling your potential,"" says DPM Heng Swee Keat.
STRAITSTIMES.COM
Young people can set themselves up for success by turning 'anxiety into action': DPM Heng",true
381,"They are among the first batch of dormitories that have been declared clear of Covid-19 infection.
STRAITSTIMES.COM
5,500 migrant workers from 40 dorms approved to resume work in Singapore",true
382,"SGSME.SG
Omnisense Systems keeps its cool as fever scanner market heats up
sgsme.sg
Today at 12:50 ·
Omnisense has ramped up production capacity by five times to meet demand from customers like Changi Airport.",true
383,"sgsme.sg
Today at 12:50 ·
Omnisense has ramped up production capacity by five times to meet demand from customers like Changi Airport.",true
384,"Asked how Hong Kong can conduct an election during the Covid-19 outbreak, an infectious disease expert says it is possible if the total number of cases remains low.
STRAITSTIMES.COM
Hong Kong voters go to the polls on Sept 6",true
385,"LISTEN: University graduates, how should you choose between pursuing a job and a traineeship? Here's what experts have to say.
Have questions about working in a time of Covid-19? Submit them here and our experts may address them in the next episode of the AskST@NLB podcast: https://str.sg/Jdge",true
386,"""I don't want anyone else to do it but myself... A leader must be able to lead by example,"" says Regent Gusnan Mulyadi.
STRAITSTIMES.COM
Indonesian official disguises himself as vegetable seller to promote social distancing",true
387,"The alleged offences include theft and harassing loanshark debtors.
STRAITSTIMES.COM
Three people charged with leaving home and committing crimes during Covid-19 circuit breaker",true
388,"Mr Anwar's headcount is one short of the 108 opposition MPs in the Parliament's official tally, and it is not clear who had been left out.
STRAITSTIMES.COM
Malaysia's Pakatan Plus alliance has 107 federal lawmakers on its side, Anwar says",true
389,"The duo allegedly set up the Instagram live stream to defend the man's use of the racial slur in a separate video he made in 2016.
STRAITSTIMES.COM
Mother and son being investigated for using racial slurs on Instagram live video",true
